ENLIGHTEN Version,2.2.7
Measurement ID,,,20220729-115930-568242-WP-00643,,,20220729-115932-057268-WP-00643,,,20220729-115932-881261-WP-00643,,,20220729-115933-648184-WP-00643,,,20220729-115934-368206-WP-00643,,,20220729-115935-072221-WP-00643,,,20220729-115935-729245-WP-00643,,,20220729-115936-291132-WP-00643,,,20220729-115936-929159-WP-00643,,,20220729-115938-005895-WP-00643,,
Serial Number,,,WP-00643,,,WP-00643,,,WP-00643,,,WP-00643,,,WP-00643,,,WP-00643,,,WP-00643,,,WP-00643,,,WP-00643,,,WP-00643,,
Model,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,
41,807.41,356.53,5129.00,5129.00,0.00,2181.00,2181.00,0.00,4163.00,4163.00,0.00,3248.00,3248.00,0.00,2479.00,2479.00,0.00,3574.00,3574.00,0.00,3149.00,3149.00,0.00,5775.00,5775.00,0.00,4151.00,4151.00,0.00,2697.00,2697.00,0.00
42,807.55,358.69,5211.00,5211.00,0.00,2202.00,2202.00,0.00,4212.00,4212.00,0.00,3333.00,3333.00,0.00,2523.00,2523.00,0.00,3654.00,3654.00,0.00,3189.00,3189.00,0.00,5981.00,5981.00,0.00,4197.00,4197.00,0.00,2726.00,2726.00,0.00
43,807.69,360.85,5346.00,5346.00,0.00,2240.00,2240.00,0.00,4320.00,4320.00,0.00,3383.00,3383.00,0.00,2585.00,2585.00,0.00,3831.00,3831.00,0.00,3316.00,3316.00,0.00,6065.00,6065.00,0.00,4317.00,4317.00,0.00,2777.00,2777.00,0.00
44,807.83,363.00,5514.00,5514.00,0.00,2272.00,2272.00,0.00,4463.00,4463.00,0.00,3525.00,3525.00,0.00,2627.00,2627.00,0.00,3869.00,3869.00,0.00,3354.00,3354.00,0.00,6215.00,6215.00,0.00,4491.00,4491.00,0.00,2866.00,2866.00,0.00
45,807.97,365.16,5626.00,5626.00,0.00,2312.00,2312.00,0.00,4596.00,4596.00,0.00,3652.00,3652.00,0.00,2701.00,2701.00,0.00,3971.00,3971.00,0.00,3449.00,3449.00,0.00,6456.00,6456.00,0.00,4607.00,4607.00,0.00,2950.00,2950.00,0.00
46,808.11,367.32,5892.00,5892.00,0.00,2428.00,2428.00,0.00,4787.00,4787.00,0.00,3736.00,3736.00,0.00,2786.00,2786.00,0.00,4161.00,4161.00,0.00,3563.00,3563.00,0.00,6735.00,6735.00,0.00,4708.00,4708.00,0.00,3048.00,3048.00,0.00
47,808.25,369.47,6133.00,6133.00,0.00,2523.00,2523.00,0.00,5006.00,5006.00,0.00,3925.00,3925.00,0.00,2902.00,2902.00,0.00,4353.00,4353.00,0.00,3719.00,3719.00,0.00,7062.00,7062.00,0.00,4989.00,4989.00,0.00,3166.00,3166.00,0.00
48,808.39,371.63,6454.00,6454.00,0.00,2619.00,2619.00,0.00,5294.00,5294.00,0.00,4129.00,4129.00,0.00,3035.00,3035.00,0.00,4584.00,4584.00,0.00,3908.00,3908.00,0.00,7504.00,7504.00,0.00,5243.00,5243.00,0.00,3307.00,3307.00,0.00
49,808.53,373.78,6853.00,6853.00,0.00,2767.00,2767.00,0.00,5653.00,5653.00,0.00,4364.00,4364.00,0.00,3210.00,3210.00,0.00,4854.00,4854.00,0.00,4170.00,4170.00,0.00,7882.00,7882.00,0.00,5581.00,5581.00,0.00,3451.00,3451.00,0.00
50,808.68,375.93,7267.00,7267.00,0.00,2923.00,2923.00,0.00,6101.00,6101.00,0.00,4710.00,4710.00,0.00,3432.00,3432.00,0.00,5194.00,5194.00,0.00,4434.00,4434.00,0.00,8554.00,8554.00,0.00,6019.00,6019.00,0.00,3701.00,3701.00,0.00
51,808.82,378.09,7840.00,7840.00,0.00,3134.00,3134.00,0.00,6557.00,6557.00,0.00,5125.00,5125.00,0.00,3631.00,3631.00,0.00,5644.00,5644.00,0.00,4753.00,4753.00,0.00,9298.00,9298.00,0.00,6456.00,6456.00,0.00,3927.00,3927.00,0.00
52,808.96,380.24,8548.00,8548.00,0.00,3381.00,3381.00,0.00,7102.00,7102.00,0.00,5458.00,5458.00,0.00,3960.00,3960.00,0.00,6205.00,6205.00,0.00,5140.00,5140.00,0.00,10082.00,10082.00,0.00,7031.00,7031.00,0.00,4229.00,4229.00,0.00
53,809.10,382.39,9311.00,9311.00,0.00,3675.00,3675.00,0.00,7730.00,7730.00,0.00,6029.00,6029.00,0.00,4345.00,4345.00,0.00,6756.00,6756.00,0.00,5585.00,5585.00,0.00,11100.00,11100.00,0.00,7700.00,7700.00,0.00,4584.00,4584.00,0.00
54,809.24,384.54,10249.00,10249.00,0.00,3988.00,3988.00,0.00,8506.00,8506.00,0.00,6524.00,6524.00,0.00,4664.00,4664.00,0.00,7419.00,7419.00,0.00,6052.00,6052.00,0.00,12189.00,12189.00,0.00,8590.00,8590.00,0.00,4966.00,4966.00,0.00
55,809.38,386.68,11102.00,11102.00,0.00,4351.00,4351.00,0.00,9218.00,9218.00,0.00,7176.00,7176.00,0.00,5084.00,5084.00,0.00,8022.00,8022.00,0.00,6555.00,6555.00,0.00,13448.00,13448.00,0.00,9418.00,9418.00,0.00,5458.00,5458.00,0.00
56,809.52,388.83,12003.00,12003.00,0.00,4673.00,4673.00,0.00,9953.00,9953.00,0.00,7789.00,7789.00,0.00,5535.00,5535.00,0.00,8810.00,8810.00,0.00,7141.00,7141.00,0.00,14638.00,14638.00,0.00,10052.00,10052.00,0.00,5763.00,5763.00,0.00
57,809.66,390.98,12776.00,12776.00,0.00,4882.00,4882.00,0.00,10595.00,10595.00,0.00,8186.00,8186.00,0.00,5828.00,5828.00,0.00,9355.00,9355.00,0.00,7438.00,7438.00,0.00,15709.00,15709.00,0.00,10817.00,10817.00,0.00,6139.00,6139.00,0.00
